in_deg_centrality,[]
53,"[0.908, 0.899, 0.811, 0.522, 0.103, 0.234, 0.874, 0.345, 0.898, 0.887]"
54,"[0.908, 0.899, 0.661, 0.634, 0.103, 0.118, 0.879, 0.514, 0.898, 0.897]"
55,"[0.907, 0.902, 0.644, 0.64, 0.103, 0.17, 0.865, 0.396, 0.904, 0.903]"
56,"[0.913, 0.905, 0.678, 0.611, 0.103, 0.108, 0.867, 0.349, 0.893, 0.905]"
57,"[0.908, 0.905, 0.569, 0.495, 0.103, 0.205, 0.859, 0.287, 0.906, 0.898]"
58,"[0.912, 0.903, 0.73, 0.65, 0.103, 0.086, 0.866, 0.433, 0.901, 0.898]"
59,"[0.906, 0.907, 0.655, 0.687, 0.103, 0.281, 0.874, 0.539, 0.895, 0.894]"
60,"[0.908, 0.903, 0.621, 0.584, 0.103, 0.108, 0.88, 0.425, 0.901, 0.909]"
61,"[0.903, 0.902, 0.611, 0.541, 0.103, 0.117, 0.877, 0.237, 0.9, 0.902]"
62,"[0.91, 0.902, 0.621, 0.574, 0.103, 0.113, 0.859, 0.226, 0.9, 0.904]"
63,"[0.91, 0.905, 0.614, 0.714, 0.103, 0.121, 0.88, 0.187, 0.899, 0.904]"
64,"[0.912, 0.905, 0.688, 0.63, 0.105, 0.108, 0.88, 0.536, 0.9, 0.91]"
65,"[0.907, 0.905, 0.693, 0.59, 0.103, 0.201, 0.848, 0.371, 0.903, 0.908]"
66,"[0.91, 0.904, 0.67, 0.493, 0.094, 0.164, 0.877, 0.306, 0.901, 0.9]"
67,"[0.914, 0.904, 0.708, 0.675, 0.097, 0.143, 0.877, 0.4, 0.905, 0.917]"
68,"[0.914, 0.911, 0.682, 0.64, 0.103, 0.108, 0.872, 0.283, 0.914, 0.912]"
69,"[0.911, 0.91, 0.71, 0.597, 0.094, 0.102, 0.87, 0.345, 0.906, 0.91]"
70,"[0.911, 0.91, 0.687, 0.709, 0.103, 0.108, 0.852, 0.257, 0.909, 0.899]"
71,"[0.911, 0.906, 0.573, 0.563, 0.096, 0.161, 0.878, 0.362, 0.91, 0.907]"
72,"[0.913, 0.909, 0.657, 0.607, 0.204, 0.108, 0.883, 0.161, 0.916, 0.912]"
73,"[0.911, 0.905, 0.704, 0.494, 0.104, 0.102, 0.879, 0.509, 0.912, 0.91]"
74,"[0.915, 0.914, 0.689, 0.585, 0.103, 0.108, 0.88, 0.272, 0.907, 0.912]"
75,"[0.918, 0.908, 0.618, 0.545, 0.094, 0.117, 0.871, 0.289, 0.907, 0.914]"
76,"[0.918, 0.916, 0.683, 0.701, 0.234, 0.132, 0.858, 0.367, 0.914, 0.911]"
77,"[0.916, 0.907, 0.613, 0.522, 0.094, 0.125, 0.875, 0.33, 0.91, 0.907]"
78,"[0.917, 0.913, 0.768, 0.714, 0.103, 0.115, 0.873, 0.286, 0.911, 0.903]"
79,"[0.916, 0.914, 0.616, 0.612, 0.111, 0.166, 0.884, 0.371, 0.908, 0.907]"
80,"[0.918, 0.912, 0.739, 0.721, 0.176, 0.24, 0.874, 0.418, 0.913, 0.908]"
81,"[0.915, 0.907, 0.654, 0.51, 0.256, 0.102, 0.887, 0.331, 0.914, 0.912]"
82,"[0.918, 0.918, 0.783, 0.744, 0.218, 0.108, 0.868, 0.593, 0.909, 0.912]"
83,"[0.915, 0.908, 0.571, 0.494, 0.095, 0.102, 0.87, 0.383, 0.91, 0.918]"
84,"[0.919, 0.916, 0.733, 0.654, 0.103, 0.109, 0.869, 0.354, 0.92, 0.909]"
85,"[0.918, 0.915, 0.56, 0.461, 0.15, 0.102, 0.868, 0.25, 0.905, 0.918]"
86,"[0.924, 0.913, 0.788, 0.694, 0.103, 0.109, 0.887, 0.369, 0.915, 0.913]"
87,"[0.912, 0.914, 0.666, 0.547, 0.094, 0.169, 0.879, 0.402, 0.914, 0.918]"
88,"[0.916, 0.912, 0.735, 0.629, 0.04, 0.095, 0.872, 0.358, 0.906, 0.91]"
89,"[0.914, 0.915, 0.668, 0.48, 0.167, 0.102, 0.883, 0.138, 0.913, 0.918]"
90,"[0.921, 0.908, 0.741, 0.636, 0.196, 0.122, 0.874, 0.301, 0.919, 0.913]"
91,"[0.918, 0.912, 0.634, 0.493, 0.148, 0.11, 0.86, 0.29, 0.915, 0.915]"
92,"[0.922, 0.916, 0.716, 0.589, 0.183, 0.106, 0.889, 0.494, 0.914, 0.908]"
93,"[0.917, 0.915, 0.648, 0.529, 0.177, 0.128, 0.874, 0.202, 0.91, 0.916]"
94,"[0.919, 0.914, 0.71, 0.642, 0.188, 0.14, 0.871, 0.33, 0.915, 0.913]"
95,"[0.916, 0.91, 0.598, 0.378, 0.133, 0.106, 0.879, 0.308, 0.917, 0.91]"
96,"[0.92, 0.916, 0.728, 0.639, 0.112, 0.171, 0.87, 0.438, 0.918, 0.914]"
97,"[0.915, 0.913, 0.529, 0.562, 0.094, 0.095, 0.878, 0.222, 0.915, 0.916]"
98,"[0.918, 0.916, 0.721, 0.661, 0.152, 0.292, 0.889, 0.319, 0.915, 0.92]"
99,"[0.919, 0.917, 0.634, 0.451, 0.124, 0.104, 0.874, 0.454, 0.912, 0.914]"
betweeness_centrality,[]
0,"[0.713, 0.658, 0.735, 0.714, 0.638, 0.493, 0.748, 0.364, 0.718, 0.703]"
1,"[0.694, 0.73, 0.716, 0.679, 0.568, 0.401, 0.737, 0.705, 0.702, 0.729]"
2,"[0.714, 0.765, 0.746, 0.694, 0.285, 0.255, 0.744, 0.624, 0.747, 0.727]"
3,"[0.745, 0.766, 0.713, 0.688, 0.122, 0.102, 0.775, 0.571, 0.761, 0.739]"
4,"[0.752, 0.809, 0.652, 0.703, 0.109, 0.135, 0.792, 0.489, 0.807, 0.756]"
5,"[0.792, 0.808, 0.765, 0.576, 0.11, 0.107, 0.799, 0.45, 0.797, 0.784]"
6,"[0.807, 0.814, 0.748, 0.719, 0.11, 0.102, 0.809, 0.481, 0.811, 0.809]"
7,"[0.821, 0.826, 0.712, 0.59, 0.1, 0.202, 0.832, 0.579, 0.819, 0.815]"
8,"[0.833, 0.844, 0.539, 0.648, 0.2, 0.106, 0.798, 0.214, 0.832, 0.827]"
9,"[0.831, 0.833, 0.661, 0.67, 0.094, 0.164, 0.815, 0.498, 0.831, 0.829]"
10,"[0.839, 0.839, 0.669, 0.574, 0.126, 0.102, 0.853, 0.41, 0.846, 0.842]"
11,"[0.858, 0.849, 0.716, 0.758, 0.094, 0.102, 0.811, 0.672, 0.857, 0.83]"
12,"[0.856, 0.86, 0.597, 0.557, 0.094, 0.232, 0.848, 0.351, 0.853, 0.837]"
13,"[0.864, 0.867, 0.758, 0.769, 0.098, 0.216, 0.851, 0.664, 0.853, 0.847]"
14,"[0.874, 0.871, 0.61, 0.607, 0.094, 0.102, 0.842, 0.379, 0.858, 0.842]"
15,"[0.868, 0.867, 0.699, 0.753, 0.183, 0.216, 0.829, 0.67, 0.875, 0.855]"
16,"[0.878, 0.873, 0.627, 0.59, 0.169, 0.102, 0.848, 0.384, 0.868, 0.86]"
17,"[0.876, 0.876, 0.723, 0.769, 0.226, 0.25, 0.868, 0.524, 0.866, 0.858]"
18,"[0.887, 0.874, 0.683, 0.516, 0.112, 0.145, 0.863, 0.149, 0.876, 0.855]"
19,"[0.881, 0.875, 0.817, 0.741, 0.164, 0.37, 0.842, 0.666, 0.87, 0.859]"
20,"[0.884, 0.88, 0.728, 0.466, 0.126, 0.113, 0.859, 0.468, 0.881, 0.866]"
21,"[0.887, 0.881, 0.787, 0.716, 0.16, 0.278, 0.869, 0.48, 0.885, 0.862]"
22,"[0.887, 0.881, 0.656, 0.648, 0.11, 0.112, 0.853, 0.266, 0.879, 0.869]"
23,"[0.889, 0.889, 0.773, 0.7, 0.107, 0.149, 0.85, 0.571, 0.875, 0.868]"
24,"[0.897, 0.889, 0.705, 0.639, 0.094, 0.107, 0.867, 0.345, 0.886, 0.873]"
25,"[0.896, 0.883, 0.599, 0.623, 0.103, 0.303, 0.864, 0.384, 0.88, 0.873]"
26,"[0.891, 0.889, 0.76, 0.659, 0.09, 0.086, 0.866, 0.546, 0.89, 0.882]"
27,"[0.893, 0.89, 0.754, 0.749, 0.175, 0.232, 0.866, 0.592, 0.89, 0.882]"
28,"[0.897, 0.891, 0.728, 0.66, 0.094, 0.086, 0.861, 0.511, 0.89, 0.878]"
29,"[0.898, 0.895, 0.788, 0.715, 0.105, 0.182, 0.851, 0.534, 0.893, 0.882]"
30,"[0.892, 0.892, 0.702, 0.698, 0.142, 0.086, 0.867, 0.47, 0.894, 0.887]"
31,"[0.898, 0.887, 0.685, 0.728, 0.103, 0.165, 0.855, 0.567, 0.887, 0.88]"
32,"[0.9, 0.897, 0.706, 0.584, 0.023, 0.083, 0.874, 0.485, 0.881, 0.891]"
33,"[0.897, 0.898, 0.704, 0.661, 0.194, 0.277, 0.879, 0.486, 0.892, 0.88]"
34,"[0.899, 0.899, 0.737, 0.686, 0.104, 0.103, 0.854, 0.383, 0.891, 0.883]"
35,"[0.896, 0.901, 0.777, 0.689, 0.195, 0.133, 0.866, 0.544, 0.892, 0.878]"
36,"[0.896, 0.899, 0.737, 0.605, 0.07, 0.086, 0.862, 0.533, 0.886, 0.887]"
37,"[0.894, 0.904, 0.713, 0.73, 0.189, 0.241, 0.87, 0.436, 0.891, 0.886]"
38,"[0.896, 0.897, 0.748, 0.712, 0.094, 0.179, 0.876, 0.544, 0.896, 0.884]"
39,"[0.901, 0.901, 0.611, 0.68, 0.19, 0.094, 0.872, 0.421, 0.888, 0.882]"
40,"[0.893, 0.899, 0.696, 0.721, 0.186, 0.086, 0.864, 0.509, 0.894, 0.885]"
41,"[0.904, 0.9, 0.658, 0.621, 0.192, 0.102, 0.865, 0.524, 0.891, 0.898]"
42,"[0.899, 0.906, 0.787, 0.74, 0.094, 0.09, 0.867, 0.583, 0.895, 0.893]"
43,"[0.905, 0.9, 0.586, 0.54, 0.094, 0.106, 0.867, 0.455, 0.898, 0.892]"
44,"[0.902, 0.901, 0.759, 0.738, 0.103, 0.106, 0.871, 0.375, 0.898, 0.893]"
45,"[0.905, 0.906, 0.641, 0.461, 0.094, 0.102, 0.855, 0.504, 0.908, 0.903]"
46,"[0.901, 0.904, 0.76, 0.776, 0.094, 0.115, 0.866, 0.606, 0.896, 0.892]"
47,"[0.903, 0.908, 0.632, 0.544, 0.094, 0.102, 0.859, 0.417, 0.896, 0.9]"
48,"[0.894, 0.905, 0.776, 0.727, 0.091, 0.107, 0.859, 0.46, 0.9, 0.893]"
49,"[0.906, 0.904, 0.655, 0.652, 0.094, 0.102, 0.872, 0.405, 0.899, 0.899]"
50,"[0.897, 0.9, 0.689, 0.723, 0.094, 0.106, 0.856, 0.69, 0.894, 0.904]"
51,"[0.904, 0.905, 0.693, 0.667, 0.094, 0.102, 0.857, 0.361, 0.908, 0.895]"
52,"[0.901, 0.911, 0.686, 0.564, 0.11, 0.23, 0.871, 0.442, 0.907, 0.894]"
53,"[0.904, 0.906, 0.641, 0.636, 0.094, 0.107, 0.855, 0.394, 0.905, 0.898]"
54,"[0.904, 0.909, 0.73, 0.736, 0.219, 0.299, 0.881, 0.435, 0.897, 0.898]"
55,"[0.909, 0.909, 0.621, 0.554, 0.094, 0.102, 0.864, 0.454, 0.907, 0.905]"
56,"[0.896, 0.903, 0.746, 0.678, 0.103, 0.105, 0.86, 0.538, 0.905, 0.899]"
57,"[0.908, 0.91, 0.684, 0.652, 0.094, 0.102, 0.87, 0.419, 0.905, 0.899]"
58,"[0.899, 0.907, 0.739, 0.658, 0.164, 0.108, 0.879, 0.32, 0.908, 0.895]"
59,"[0.912, 0.911, 0.612, 0.572, 0.167, 0.102, 0.873, 0.452, 0.902, 0.904]"
60,"[0.897, 0.91, 0.747, 0.563, 0.104, 0.201, 0.874, 0.373, 0.909, 0.898]"
61,"[0.906, 0.911, 0.608, 0.551, 0.094, 0.102, 0.892, 0.312, 0.909, 0.915]"
62,"[0.897, 0.907, 0.736, 0.575, 0.104, 0.23, 0.86, 0.383, 0.907, 0.905]"
63,"[0.904, 0.911, 0.673, 0.518, 0.094, 0.102, 0.883, 0.365, 0.911, 0.916]"
64,"[0.897, 0.913, 0.734, 0.714, 0.104, 0.206, 0.866, 0.504, 0.909, 0.907]"
65,"[0.909, 0.907, 0.578, 0.607, 0.087, 0.102, 0.878, 0.359, 0.908, 0.906]"
66,"[0.898, 0.91, 0.722, 0.652, 0.083, 0.105, 0.882, 0.499, 0.912, 0.913]"
67,"[0.911, 0.913, 0.619, 0.367, 0.135, 0.102, 0.871, 0.51, 0.904, 0.91]"
68,"[0.906, 0.911, 0.738, 0.756, 0.141, 0.263, 0.882, 0.36, 0.911, 0.913]"
69,"[0.906, 0.911, 0.551, 0.466, 0.094, 0.102, 0.865, 0.407, 0.912, 0.915]"
70,"[0.903, 0.913, 0.749, 0.69, 0.104, 0.107, 0.863, 0.357, 0.908, 0.905]"
71,"[0.909, 0.909, 0.64, 0.709, 0.094, 0.102, 0.871, 0.519, 0.916, 0.91]"
72,"[0.903, 0.908, 0.689, 0.596, 0.104, 0.233, 0.874, 0.381, 0.908, 0.915]"
73,"[0.909, 0.909, 0.66, 0.621, 0.092, 0.102, 0.87, 0.235, 0.914, 0.908]"
74,"[0.908, 0.917, 0.669, 0.708, 0.31, 0.223, 0.858, 0.586, 0.914, 0.916]"
75,"[0.91, 0.911, 0.69, 0.61, 0.094, 0.102, 0.88, 0.276, 0.91, 0.905]"
76,"[0.905, 0.912, 0.71, 0.693, 0.214, 0.107, 0.878, 0.436, 0.914, 0.914]"
77,"[0.913, 0.912, 0.64, 0.569, 0.083, 0.102, 0.866, 0.359, 0.913, 0.913]"
78,"[0.908, 0.912, 0.711, 0.704, 0.104, 0.173, 0.871, 0.382, 0.922, 0.914]"
79,"[0.906, 0.914, 0.638, 0.584, 0.068, 0.102, 0.878, 0.427, 0.915, 0.914]"
80,"[0.911, 0.91, 0.708, 0.612, 0.163, 0.37, 0.894, 0.441, 0.908, 0.911]"
81,"[0.907, 0.913, 0.627, 0.493, 0.058, 0.102, 0.887, 0.449, 0.913, 0.921]"
82,"[0.908, 0.915, 0.677, 0.627, 0.351, 0.231, 0.883, 0.44, 0.914, 0.913]"
83,"[0.909, 0.914, 0.638, 0.543, 0.094, 0.102, 0.876, 0.275, 0.915, 0.915]"
84,"[0.907, 0.914, 0.683, 0.711, 0.104, 0.282, 0.882, 0.398, 0.918, 0.911]"
85,"[0.905, 0.907, 0.611, 0.604, 0.094, 0.102, 0.88, 0.458, 0.919, 0.917]"
86,"[0.911, 0.908, 0.591, 0.577, 0.114, 0.114, 0.868, 0.331, 0.919, 0.919]"
87,"[0.912, 0.913, 0.671, 0.581, 0.132, 0.162, 0.889, 0.315, 0.915, 0.913]"
88,"[0.908, 0.916, 0.631, 0.61, 0.148, 0.158, 0.879, 0.444, 0.908, 0.921]"
89,"[0.903, 0.911, 0.59, 0.553, 0.094, 0.102, 0.87, 0.402, 0.921, 0.906]"
90,"[0.915, 0.914, 0.695, 0.523, 0.112, 0.351, 0.897, 0.249, 0.916, 0.912]"
91,"[0.91, 0.915, 0.592, 0.634, 0.094, 0.102, 0.887, 0.403, 0.919, 0.917]"
92,"[0.91, 0.915, 0.679, 0.567, 0.112, 0.199, 0.875, 0.489, 0.912, 0.913]"
93,"[0.913, 0.912, 0.615, 0.519, 0.1, 0.165, 0.883, 0.29, 0.914, 0.914]"
94,"[0.909, 0.912, 0.68, 0.569, 0.104, 0.185, 0.889, 0.328, 0.918, 0.913]"
95,"[0.911, 0.91, 0.5, 0.498, 0.094, 0.102, 0.889, 0.317, 0.916, 0.92]"
96,"[0.911, 0.914, 0.666, 0.692, 0.103, 0.151, 0.865, 0.405, 0.915, 0.913]"
97,"[0.912, 0.916, 0.617, 0.552, 0.094, 0.102, 0.876, 0.343, 0.914, 0.925]"
98,"[0.917, 0.917, 0.668, 0.454, 0.131, 0.149, 0.884, 0.44, 0.921, 0.917]"
99,"[0.908, 0.913, 0.615, 0.651, 0.094, 0.102, 0.872, 0.319, 0.913, 0.925]"
eigenvector_centrality,[]
0,"[0.73, 0.735, 0.7, 0.571, 0.247, 0.374, 0.728, 0.352, 0.726, 0.752]"
1,"[0.701, 0.701, 0.716, 0.464, 0.317, 0.577, 0.713, 0.567, 0.713, 0.727]"
2,"[0.703, 0.72, 0.674, 0.699, 0.104, 0.106, 0.757, 0.539, 0.741, 0.742]"
3,"[0.716, 0.763, 0.764, 0.734, 0.303, 0.286, 0.799, 0.6, 0.755, 0.741]"
4,"[0.748, 0.782, 0.726, 0.72, 0.094, 0.102, 0.767, 0.556, 0.798, 0.745]"
5,"[0.751, 0.794, 0.723, 0.713, 0.235, 0.369, 0.807, 0.656, 0.794, 0.791]"
6,"[0.791, 0.822, 0.694, 0.649, 0.11, 0.087, 0.823, 0.445, 0.795, 0.79]"
7,"[0.804, 0.828, 0.778, 0.638, 0.196, 0.462, 0.818, 0.584, 0.808, 0.81]"
8,"[0.833, 0.83, 0.696, 0.555, 0.094, 0.102, 0.833, 0.443, 0.831, 0.826]"
9,"[0.831, 0.836, 0.762, 0.53, 0.157, 0.116, 0.797, 0.562, 0.826, 0.82]"
10,"[0.85, 0.844, 0.569, 0.572, 0.1, 0.102, 0.842, 0.342, 0.846, 0.834]"
11,"[0.842, 0.845, 0.818, 0.757, 0.123, 0.107, 0.845, 0.608, 0.834, 0.838]"
12,"[0.857, 0.857, 0.685, 0.432, 0.094, 0.102, 0.828, 0.428, 0.841, 0.837]"
13,"[0.865, 0.856, 0.845, 0.748, 0.103, 0.108, 0.846, 0.633, 0.852, 0.853]"
14,"[0.875, 0.852, 0.638, 0.702, 0.094, 0.102, 0.822, 0.304, 0.847, 0.84]"
15,"[0.872, 0.858, 0.807, 0.763, 0.184, 0.252, 0.849, 0.664, 0.859, 0.862]"
16,"[0.88, 0.866, 0.628, 0.557, 0.094, 0.085, 0.854, 0.306, 0.854, 0.861]"
17,"[0.877, 0.869, 0.829, 0.774, 0.103, 0.309, 0.813, 0.667, 0.853, 0.855]"
18,"[0.881, 0.868, 0.596, 0.535, 0.094, 0.102, 0.859, 0.381, 0.861, 0.863]"
19,"[0.879, 0.873, 0.771, 0.767, 0.103, 0.167, 0.851, 0.53, 0.859, 0.864]"
20,"[0.893, 0.869, 0.665, 0.626, 0.094, 0.103, 0.827, 0.333, 0.872, 0.865]"
21,"[0.88, 0.876, 0.776, 0.747, 0.103, 0.204, 0.854, 0.445, 0.867, 0.871]"
22,"[0.889, 0.872, 0.713, 0.62, 0.106, 0.102, 0.852, 0.556, 0.87, 0.876]"
23,"[0.889, 0.877, 0.813, 0.689, 0.103, 0.325, 0.87, 0.613, 0.872, 0.876]"
24,"[0.894, 0.882, 0.728, 0.737, 0.083, 0.291, 0.848, 0.416, 0.874, 0.875]"
25,"[0.892, 0.877, 0.791, 0.679, 0.103, 0.331, 0.871, 0.557, 0.873, 0.878]"
26,"[0.894, 0.889, 0.694, 0.674, 0.094, 0.086, 0.849, 0.455, 0.878, 0.868]"
27,"[0.896, 0.879, 0.803, 0.718, 0.104, 0.244, 0.87, 0.601, 0.884, 0.876]"
28,"[0.895, 0.889, 0.723, 0.607, 0.083, 0.086, 0.846, 0.108, 0.886, 0.876]"
29,"[0.896, 0.881, 0.733, 0.616, 0.172, 0.261, 0.819, 0.445, 0.887, 0.873]"
30,"[0.899, 0.885, 0.742, 0.675, 0.174, 0.107, 0.868, 0.389, 0.883, 0.888]"
31,"[0.898, 0.895, 0.789, 0.751, 0.103, 0.368, 0.843, 0.609, 0.892, 0.889]"
32,"[0.896, 0.896, 0.768, 0.533, 0.132, 0.086, 0.849, 0.431, 0.884, 0.889]"
33,"[0.896, 0.882, 0.731, 0.559, 0.118, 0.321, 0.875, 0.627, 0.882, 0.886]"
34,"[0.899, 0.889, 0.716, 0.719, 0.094, 0.086, 0.87, 0.37, 0.887, 0.893]"
35,"[0.901, 0.887, 0.71, 0.632, 0.211, 0.219, 0.862, 0.463, 0.882, 0.893]"
36,"[0.898, 0.897, 0.742, 0.686, 0.104, 0.149, 0.864, 0.437, 0.882, 0.892]"
37,"[0.903, 0.893, 0.72, 0.685, 0.094, 0.131, 0.869, 0.704, 0.893, 0.885]"
38,"[0.899, 0.892, 0.69, 0.668, 0.083, 0.107, 0.845, 0.419, 0.893, 0.885]"
39,"[0.902, 0.895, 0.734, 0.685, 0.192, 0.139, 0.873, 0.543, 0.891, 0.891]"
40,"[0.898, 0.895, 0.722, 0.707, 0.094, 0.102, 0.867, 0.48, 0.889, 0.881]"
41,"[0.903, 0.902, 0.695, 0.502, 0.103, 0.126, 0.88, 0.391, 0.889, 0.887]"
42,"[0.899, 0.899, 0.73, 0.623, 0.103, 0.044, 0.857, 0.273, 0.88, 0.894]"
43,"[0.904, 0.9, 0.743, 0.544, 0.198, 0.258, 0.872, 0.524, 0.886, 0.892]"
44,"[0.902, 0.904, 0.75, 0.524, 0.103, 0.108, 0.87, 0.518, 0.896, 0.895]"
45,"[0.903, 0.897, 0.667, 0.718, 0.116, 0.198, 0.857, 0.313, 0.898, 0.898]"
46,"[0.904, 0.899, 0.71, 0.586, 0.171, 0.105, 0.87, 0.446, 0.893, 0.905]"
47,"[0.903, 0.902, 0.709, 0.645, 0.189, 0.207, 0.878, 0.411, 0.899, 0.9]"
48,"[0.903, 0.901, 0.721, 0.702, 0.103, 0.086, 0.86, 0.356, 0.898, 0.903]"
49,"[0.906, 0.904, 0.685, 0.488, 0.171, 0.105, 0.873, 0.434, 0.898, 0.908]"
50,"[0.904, 0.9, 0.752, 0.604, 0.094, 0.086, 0.862, 0.35, 0.898, 0.897]"
51,"[0.91, 0.904, 0.661, 0.493, 0.094, 0.293, 0.855, 0.519, 0.9, 0.902]"
52,"[0.906, 0.902, 0.704, 0.658, 0.19, 0.086, 0.868, 0.493, 0.9, 0.905]"
53,"[0.906, 0.905, 0.643, 0.623, 0.094, 0.102, 0.861, 0.359, 0.898, 0.896]"
54,"[0.906, 0.907, 0.792, 0.7, 0.11, 0.086, 0.873, 0.512, 0.904, 0.901]"
55,"[0.908, 0.901, 0.61, 0.592, 0.168, 0.102, 0.883, 0.457, 0.908, 0.904]"
56,"[0.912, 0.909, 0.772, 0.596, 0.086, 0.325, 0.86, 0.478, 0.903, 0.902]"
57,"[0.911, 0.908, 0.622, 0.606, 0.083, 0.102, 0.861, 0.321, 0.901, 0.903]"
58,"[0.915, 0.908, 0.708, 0.738, 0.111, 0.088, 0.861, 0.503, 0.907, 0.902]"
59,"[0.914, 0.904, 0.504, 0.425, 0.094, 0.102, 0.856, 0.381, 0.903, 0.913]"
60,"[0.915, 0.907, 0.742, 0.72, 0.101, 0.173, 0.863, 0.501, 0.905, 0.898]"
61,"[0.908, 0.909, 0.592, 0.432, 0.094, 0.102, 0.849, 0.39, 0.906, 0.909]"
62,"[0.916, 0.911, 0.737, 0.755, 0.176, 0.183, 0.867, 0.49, 0.906, 0.908]"
63,"[0.91, 0.908, 0.65, 0.505, 0.094, 0.121, 0.847, 0.429, 0.907, 0.909]"
64,"[0.916, 0.908, 0.685, 0.76, 0.112, 0.149, 0.88, 0.234, 0.909, 0.903]"
65,"[0.913, 0.908, 0.619, 0.603, 0.094, 0.131, 0.874, 0.313, 0.904, 0.905]"
66,"[0.916, 0.908, 0.732, 0.73, 0.209, 0.118, 0.868, 0.429, 0.907, 0.907]"
67,"[0.91, 0.909, 0.597, 0.553, 0.094, 0.209, 0.884, 0.42, 0.907, 0.904]"
68,"[0.918, 0.906, 0.741, 0.708, 0.103, 0.15, 0.874, 0.491, 0.904, 0.908]"
69,"[0.915, 0.91, 0.594, 0.383, 0.094, 0.102, 0.844, 0.416, 0.907, 0.902]"
70,"[0.918, 0.911, 0.699, 0.697, 0.136, 0.115, 0.884, 0.55, 0.91, 0.904]"
71,"[0.915, 0.909, 0.729, 0.503, 0.094, 0.102, 0.885, 0.49, 0.903, 0.91]"
72,"[0.915, 0.911, 0.729, 0.505, 0.214, 0.102, 0.887, 0.405, 0.909, 0.902]"
73,"[0.915, 0.91, 0.647, 0.507, 0.147, 0.09, 0.861, 0.259, 0.911, 0.903]"
74,"[0.922, 0.912, 0.73, 0.64, 0.11, 0.176, 0.875, 0.397, 0.903, 0.91]"
75,"[0.919, 0.914, 0.633, 0.464, 0.094, 0.099, 0.834, 0.369, 0.911, 0.911]"
76,"[0.92, 0.913, 0.757, 0.591, 0.244, 0.086, 0.881, 0.409, 0.912, 0.917]"
77,"[0.923, 0.909, 0.588, 0.526, 0.094, 0.102, 0.857, 0.385, 0.913, 0.914]"
78,"[0.917, 0.911, 0.769, 0.649, 0.105, 0.184, 0.872, 0.41, 0.909, 0.914]"
79,"[0.92, 0.917, 0.618, 0.593, 0.095, 0.102, 0.883, 0.367, 0.912, 0.906]"
80,"[0.915, 0.916, 0.758, 0.697, 0.104, 0.105, 0.858, 0.436, 0.914, 0.912]"
81,"[0.922, 0.913, 0.626, 0.488, 0.094, 0.102, 0.87, 0.379, 0.913, 0.913]"
82,"[0.917, 0.913, 0.763, 0.683, 0.122, 0.254, 0.865, 0.471, 0.915, 0.914]"
83,"[0.918, 0.914, 0.609, 0.494, 0.094, 0.09, 0.867, 0.416, 0.913, 0.909]"
84,"[0.919, 0.916, 0.759, 0.683, 0.083, 0.086, 0.879, 0.501, 0.911, 0.916]"
85,"[0.919, 0.91, 0.66, 0.63, 0.094, 0.102, 0.868, 0.363, 0.909, 0.911]"
86,"[0.916, 0.912, 0.736, 0.715, 0.103, 0.202, 0.877, 0.448, 0.909, 0.911]"
87,"[0.92, 0.911, 0.605, 0.547, 0.105, 0.102, 0.88, 0.346, 0.915, 0.913]"
88,"[0.921, 0.916, 0.707, 0.65, 0.115, 0.095, 0.859, 0.467, 0.917, 0.914]"
89,"[0.924, 0.91, 0.65, 0.579, 0.164, 0.107, 0.887, 0.277, 0.917, 0.916]"
90,"[0.917, 0.913, 0.708, 0.718, 0.135, 0.102, 0.874, 0.343, 0.914, 0.921]"
91,"[0.921, 0.908, 0.591, 0.498, 0.094, 0.102, 0.874, 0.312, 0.917, 0.909]"
92,"[0.918, 0.915, 0.718, 0.707, 0.22, 0.191, 0.864, 0.331, 0.914, 0.914]"
93,"[0.919, 0.911, 0.607, 0.561, 0.096, 0.102, 0.873, 0.422, 0.912, 0.912]"
94,"[0.917, 0.914, 0.661, 0.625, 0.104, 0.178, 0.857, 0.452, 0.915, 0.917]"
95,"[0.926, 0.914, 0.604, 0.512, 0.13, 0.102, 0.883, 0.283, 0.915, 0.912]"
96,"[0.919, 0.919, 0.648, 0.639, 0.094, 0.111, 0.875, 0.478, 0.915, 0.908]"
97,"[0.923, 0.916, 0.617, 0.511, 0.093, 0.102, 0.874, 0.326, 0.917, 0.911]"
98,"[0.921, 0.915, 0.746, 0.652, 0.124, 0.205, 0.886, 0.384, 0.916, 0.91]"
99,"[0.921, 0.916, 0.632, 0.463, 0.094, 0.102, 0.887, 0.312, 0.919, 0.917]"
