in_deg_centrality,[]
52,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.095, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.18, 0.105, 0.135, 0.08, 0.11055276381909548]"
53,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.1, 0.095, 0.095, 0.07, 0.11, 0.105, 0.135, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.095, 0.14, 0.085, 0.07, 0.135, 0.075, 0.13, 0.065, 0.12, 0.105, 0.135, 0.08, 0.11055276381909548]"
54,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.1, 0.095, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.07, 0.135, 0.075, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
55,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.07, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.1, 0.095, 0.095, 0.07, 0.08, 0.105, 0.07, 0.105, 0.245, 0.11, 0.125, 0.075, 0.07, 0.12, 0.135, 0.14, 0.085, 0.155, 0.135, 0.155, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
56,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.095, 0.095, 0.07, 0.085, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
57,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.125, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.18, 0.095, 0.095, 0.07, 0.08, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.14, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
58,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.07, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.11, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.095, 0.14, 0.085, 0.07, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
59,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.07, 0.09, 0.135, 0.1, 0.07, 0.16, 0.17, 0.06, 0.1, 0.095, 0.095, 0.07, 0.08, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.13, 0.13, 0.14, 0.085, 0.155, 0.135, 0.075, 0.13, 0.065, 0.085, 0.105, 0.135, 0.125, 0.11055276381909548]"
60,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.085, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.1, 0.09, 0.06, 0.21, 0.095, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.095, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.125, 0.11055276381909548]"
61,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.085, 0.145, 0.115, 0.12, 0.085, 0.095, 0.07, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.095, 0.095, 0.07, 0.08, 0.105, 0.135, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.07, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
62,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.085, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.095, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.13, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
63,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.095, 0.12, 0.09, 0.095, 0.085, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.1, 0.11, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.13, 0.095, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
64,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.14, 0.09, 0.06, 0.11, 0.19, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.095, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
65,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.07, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.11, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.105, 0.105, 0.135, 0.08, 0.11055276381909548]"
66,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.105, 0.06, 0.11, 0.095, 0.095, 0.07, 0.08, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.245, 0.145, 0.14, 0.085, 0.155, 0.135, 0.075, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
67,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.095, 0.095, 0.07, 0.08, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.215, 0.13, 0.14, 0.085, 0.155, 0.135, 0.155, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
68,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.165, 0.06, 0.11, 0.095, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.13, 0.13, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
69,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.155, 0.06, 0.11, 0.095, 0.095, 0.07, 0.08, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
70,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.195, 0.095, 0.095, 0.07, 0.08, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.105, 0.105, 0.135, 0.08, 0.11055276381909548]"
71,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.135, 0.095, 0.085, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.1, 0.16, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.175, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
72,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.095, 0.095, 0.07, 0.19, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
73,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.085, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.1, 0.095, 0.095, 0.07, 0.11, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.13, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
74,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.1, 0.11, 0.095, 0.07, 0.165, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.19, 0.105, 0.135, 0.08, 0.11055276381909548]"
75,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.095, 0.12, 0.09, 0.095, 0.085, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.11, 0.095, 0.07, 0.12, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.155, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
76,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.09, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.1, 0.11, 0.095, 0.07, 0.09, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.195, 0.105, 0.14, 0.085, 0.14, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
77,"[0.0845771144278607, 0.075, 0.095, 0.06, 0.085, 0.14, 0.12, 0.09, 0.095, 0.12, 0.145, 0.115, 0.12, 0.085, 0.095, 0.11, 0.09, 0.135, 0.1, 0.07, 0.075, 0.09, 0.06, 0.11, 0.095, 0.095, 0.07, 0.085, 0.105, 0.07, 0.105, 0.13, 0.11, 0.125, 0.075, 0.07, 0.12, 0.105, 0.14, 0.085, 0.175, 0.135, 0.08, 0.13, 0.065, 0.085, 0.105, 0.135, 0.08, 0.11055276381909548]"
