out_deg_centrality,[ 0 14  8 21  5 20 31 29 51  7]
66,"[tensor(0.0160, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0249, device='cuda:2'), tensor(0.0241, device='cuda:2'), tensor(0.0498, device='cuda:2'), tensor(0.0253, device='cuda:2'), tensor(0.0410, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0372, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0250, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0260, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0324, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.1014, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0422, device='cuda:2'), tensor(0.0218, device='cuda:2')]"
67,"[tensor(0.0189, device='cuda:2'), tensor(0.0680, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.1280, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0261, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.1298, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0319, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0292, device='cuda:2'), tensor(0.0323, device='cuda:2')]"
68,"[tensor(0.0154, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0253, device='cuda:2'), tensor(0.0666, device='cuda:2'), tensor(0.0272, device='cuda:2'), tensor(0.0314, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0337, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0262, device='cuda:2'), tensor(0.0259, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0206, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0297, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0324, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.1320, device='cuda:2'), tensor(0.0258, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0246, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0255, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0261, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0233, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0355, device='cuda:2'), tensor(0.0258, device='cuda:2')]"
69,"[tensor(0.0195, device='cuda:2'), tensor(0.0625, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0826, device='cuda:2'), tensor(0.0650, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.2171, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0208, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0376, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0255, device='cuda:2')]"
70,"[tensor(0.0167, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0241, device='cuda:2'), tensor(0.0531, device='cuda:2'), tensor(0.0240, device='cuda:2'), tensor(0.0430, device='cuda:2'), tensor(0.0887, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0309, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0137, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0269, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0306, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.1542, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0134, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0311, device='cuda:2'), tensor(0.0249, device='cuda:2')]"
71,"[tensor(0.0227, device='cuda:2'), tensor(0.0585, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.1027, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0152, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.1427, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0139, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0405, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0382, device='cuda:2')]"
72,"[tensor(0.0177, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0250, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0462, device='cuda:2'), tensor(0.0257, device='cuda:2'), tensor(0.0254, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0380, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0233, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0124, device='cuda:2'), tensor(0.0241, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0275, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0302, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0262, device='cuda:2'), tensor(0.2008, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0250, device='cuda:2'), tensor(0.0250, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0244, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0210, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0245, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0135, device='cuda:2'), tensor(0.0349, device='cuda:2'), tensor(0.0261, device='cuda:2')]"
73,"[tensor(0.0225, device='cuda:2'), tensor(0.0478, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.1071, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0227, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0209, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0241, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0991, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0409, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0142, device='cuda:2'), tensor(0.0243, device='cuda:2'), tensor(0.0325, device='cuda:2')]"
74,"[tensor(0.0169, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0251, device='cuda:2'), tensor(0.0522, device='cuda:2'), tensor(0.0253, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0216, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0262, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0230, device='cuda:2'), tensor(0.0261, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0229, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0272, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0321, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0623, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0237, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0231, device='cuda:2'), tensor(0.0221, device='cuda:2'), tensor(0.0242, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0154, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0222, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0141, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0260, device='cuda:2'), tensor(0.0181, device='cuda:2')]"
75,"[tensor(0.0206, device='cuda:2'), tensor(0.0447, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0597, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0137, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0146, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0905, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0161, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0409, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0190, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0349, device='cuda:2')]"
76,"[tensor(0.0183, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0232, device='cuda:2'), tensor(0.0531, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0433, device='cuda:2'), tensor(0.0517, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0356, device='cuda:2'), tensor(0.0196, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0240, device='cuda:2'), tensor(0.0158, device='cuda:2'), tensor(0.0200, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0127, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0149, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0264, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0285, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.1024, device='cuda:2'), tensor(0.0211, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0213, device='cuda:2'), tensor(0.0238, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0291, device='cuda:2'), tensor(0.0183, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0214, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0193, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0128, device='cuda:2'), tensor(0.0283, device='cuda:2'), tensor(0.0227, device='cuda:2')]"
77,"[tensor(0.0204, device='cuda:2'), tensor(0.0360, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0195, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0129, device='cuda:2'), tensor(0.0191, device='cuda:2'), tensor(0.0759, device='cuda:2'), tensor(0.1316, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0217, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0180, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0140, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0188, device='cuda:2'), tensor(0.0178, device='cuda:2'), tensor(0.0172, device='cuda:2'), tensor(0.0181, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0420, device='cuda:2'), tensor(0.0143, device='cuda:2'), tensor(0.0204, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0212, device='cuda:2'), tensor(0.0144, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0436, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0155, device='cuda:2'), tensor(0.0189, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0173, device='cuda:2'), tensor(0.0148, device='cuda:2'), tensor(0.0131, device='cuda:2'), tensor(0.0253, device='cuda:2'), tensor(0.0316, device='cuda:2')]"
78,"[tensor(0.0173, device='cuda:2'), tensor(0.0293, device='cuda:2'), tensor(0.0220, device='cuda:2'), tensor(0.0251, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0496, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0558, device='cuda:2'), tensor(0.1270, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0279, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0252, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0227, device='cuda:2'), tensor(0.0215, device='cuda:2'), tensor(0.0132, device='cuda:2'), tensor(0.0219, device='cuda:2'), tensor(0.0147, device='cuda:2'), tensor(0.0153, device='cuda:2'), tensor(0.0257, device='cuda:2'), tensor(0.0186, device='cuda:2'), tensor(0.0176, device='cuda:2'), tensor(0.0164, device='cuda:2'), tensor(0.0304, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0197, device='cuda:2'), tensor(0.0352, device='cuda:2'), tensor(0.0277, device='cuda:2'), tensor(0.0192, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0198, device='cuda:2'), tensor(0.0168, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0234, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0223, device='cuda:2'), tensor(0.0235, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0131, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0187, device='cuda:2'), tensor(0.0150, device='cuda:2'), tensor(0.0201, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0138, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0276, device='cuda:2')]"
79,"[tensor(0.0206, device='cuda:2'), tensor(0.0357, device='cuda:2'), tensor(0.0199, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0202, device='cuda:2'), tensor(0.0136, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0506, device='cuda:2'), tensor(0.0133, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0224, device='cuda:2'), tensor(0.0174, device='cuda:2'), tensor(0.0165, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0194, device='cuda:2'), tensor(0.0179, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0258, device='cuda:2'), tensor(0.0207, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0203, device='cuda:2'), tensor(0.0185, device='cuda:2'), tensor(0.0177, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0166, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0160, device='cuda:2'), tensor(0.0182, device='cuda:2'), tensor(0.0184, device='cuda:2'), tensor(0.0205, device='cuda:2'), tensor(0.0170, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0226, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0157, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0175, device='cuda:2'), tensor(0.0486, device='cuda:2'), tensor(0.0159, device='cuda:2'), tensor(0.0167, device='cuda:2'), tensor(0.0163, device='cuda:2'), tensor(0.0151, device='cuda:2'), tensor(0.0302, device='cuda:2'), tensor(0.0171, device='cuda:2'), tensor(0.0169, device='cuda:2'), tensor(0.0162, device='cuda:2'), tensor(0.0156, device='cuda:2'), tensor(0.0225, device='cuda:2'), tensor(0.0256, device='cuda:2'), tensor(0.0218, device='cuda:2'), tensor(0.0213, device='cuda:2')]"
